INCI name,Hair penalty,Body penalty,Face penalty,Oral cavity penalty,Makeup penalty,Babies penalty,Classification,Functions,Origin
ALPHA-ARBUTIN,Low,Low,Low,Low,Low,Low,['Regulated'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Bleaching: Lightens hair and complexion shades', 'Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness']",[]
ALPHA-DAMASCONE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",[]
ALPHA-ISOMETHYL IONONE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Synthetic']
ALPHA-PINENES,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'VOC']",[],[]
ALPHA-SANTALOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],[]
ALPHA-TERPINENE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],[]
ALPHA-TERPINEOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
ALTEROMONAS FERMENT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
ALTHAEA OFFICINALIS ROOT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
ALUMINA,None,None,None,None,None,None,[],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Bulking: Reduces apparent cosmetics density', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Mineral']
ALUMINUM BENZOATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM CALCIUM SODIUM SILICATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],['Bulking: Reduces apparent cosmetics density'],[]
ALUMINUM CHLOROHYDRATE,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Aluminum salt']","['Antiperspirant: Reduces perspiration', 'Astringent: Helps tighten skin pores']",['Synthetic']
ALUMINUM DIMYRISTATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM DISTEARATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM FLUORIDE,Medium,Medium,Medium,Medium,Medium,Medium,"['Aluminum salt', 'Regulated']","['Antiplaque: Helps prevent plaque formation', 'Oral care/hygiene agent: Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)']",[]
ALUMINUM GLYCINATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Astringent: Helps tighten skin pores', 'pH regulator: Stabilises the pH of cosmetics']",[]
ALUMINUM HYDROXIDE,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM LACTATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Astringent: Helps tighten skin pores', 'pH regulator: Stabilises the pH of cosmetics', 'Deodorant: Reduces or masks unpleasant body odors']",[]
ALUMINUM SILICATE,Medium,Medium,Medium,Medium,Medium,Medium,"['Aluminum salt', 'Regulated']","['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Bulking: Reduces apparent cosmetics density', 'Cosmetic colorant: Color cosmetics and / or give a color to the skin', 'Opacifying: Reduces transparency or translucency of cosmetics']",[]
ALUMINUM STARCH OCTENYLSUCCINATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']","['Vegetal', 'Synthetic', 'Mineral']"
ALUMINUM STEARATE,None,None,None,None,None,None,"['Aluminum salt', 'Regulated']","['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Cosmetic colorant: Color cosmetics and / or give a color to the skin', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM STEARATES,None,None,None,None,None,None,['Aluminum salt'],"['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Emollient: Softens and smoothes the skin', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM SUCROSE OCTASULFATE,Medium,Medium,Medium,Medium,Medium,Medium,"['Sulphate', 'Aluminum salt']",['Skin conditioning: Maintains skin in good condition'],[]
ALUMINUM TRIFORMATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],['pH regulator: Stabilises the pH of cosmetics'],[]
ALUMINUM TRISTEARATE,None,None,None,None,None,None,['Aluminum salt'],"['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Emollient: Softens and smoothes the skin', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Aluminum salt', 'Regulated']","['Antiperspirant: Reduces perspiration', 'Astringent: Helps tighten skin pores', 'Deodorant: Reduces or masks unpleasant body odors']",['Synthetic']
ALUMINUM ZIRCONIUM PENTACHLOROHYDRATE,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Aluminum salt', 'Regulated']","['Antiperspirant: Reduces perspiration', 'Astringent: Helps tighten skin pores', 'Deodorant: Reduces or masks unpleasant body odors']",['Synthetic']
ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Aluminum salt', 'Regulated']","['Antiperspirant: Reduces perspiration', 'Astringent: Helps tighten skin pores', 'Deodorant: Reduces or masks unpleasant body odors']",['Synthetic']
ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Aluminum salt', 'Regulated']","['Antiperspirant: Reduces perspiration', 'Astringent: Helps tighten skin pores', 'Deodorant: Reduces or masks unpleasant body odors']",['Synthetic']
ALUMINUM/MAGNESIUM HYDROXIDE STEARATE,Medium,Medium,Medium,Medium,Medium,Medium,['Aluminum salt'],"['Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
AMARANTHUS CAUDATUS SEED EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
AMARANTHUS CAUDATUS SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",[]
AMARANTHUS SPINOSUS SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
AMBER EXTRACT,None,None,None,None,None,None,[],"['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",[]
AMINOGUANIDINE HCL,Strong,Strong,Strong,Strong,Strong,Strong,"['Regulated', 'Forbidden in Europe']",['Skin conditioning: Maintains skin in good condition'],[]
AMINOMETHYL PROPANOL,Low,Low,Low,Low,Low,Low,['Regulated'],['pH regulator: Stabilises the pH of cosmetics'],['Synthetic']
AMMONIA,Low,Low,Low,Low,Low,Low,['Regulated'],"['pH regulator: Stabilises the pH of cosmetics', 'Masking: Reduces or inhibits the odor or basic taste of the product']",['Synthetic']
AMMONIUM ACRYLATE,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],['Unclassified: Unclassified'],[]
AMMONIUM ACRYLOYLDIMETHYLTAURATE/CARBOXYETHYL ACRYLATE CROSSPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,[],['Viscosity controlling: Increases or decreases the viscosity of cosmetics'],[]
AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],['Viscosity controlling: Increases or decreases the viscosity of cosmetics'],[]
AMMONIUM BENZOATE,Low,Low,Low,Low,Low,Low,"['Regulated', 'Preservative']",['Preservative: Inhibits the development of microorganisms in cosmetic products'],[]
AMMONIUM C12-16 ALKYL SULFATE,Low,Low,Low,Low,Low,Low,['Sulphate'],"['Cleansing: Helps to keep a clean surface', 'Foaming: Capturing small air bubbles or other gases in a small volume of liquid by changing the surface tension of the liquid', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
AMMONIUM C6-16 PERFLUOROALKYLETHYL PHOSPHATE,Medium,Medium,Medium,Medium,Medium,Medium,['PFAS'],['Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)'],[]
AMMONIUM COCO-SULFATE,Medium,Medium,Medium,Medium,Medium,Medium,['Sulphate'],"['Cleansing: Helps to keep a clean surface', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Foaming: Capturing small air bubbles or other gases in a small volume of liquid by changing the surface tension of the liquid', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
AMMONIUM FLUORIDE,Low,Low,Low,Low,Low,Low,['Regulated'],"['Antiplaque: Helps prevent plaque formation', 'Oral care/hygiene agent: Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)']",[]
AMMONIUM GLYCYRRHIZATE,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Flavouring agent: Gives an aroma to the cosmetic product', 'Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness']",[]
AMMONIUM HYDROXIDE,Medium,Medium,Medium,Medium,Medium,Medium,['Regulated'],"['pH regulator: Stabilises the pH of cosmetics', 'Denaturant: Makes cosmetics unpleasant Mainly added to cosmetics containing ethyl alcohol']",['Synthetic']
AMMONIUM LAURYL SULFATE,Low,Low,Low,Low,Low,Low,"['Sulphate', 'Anionic surfactant']","['Cleansing: Helps to keep a clean surface', 'Foaming: Capturing small air bubbles or other gases in a small volume of liquid by changing the surface tension of the liquid', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']","['Vegetal', 'Synthetic']"
AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
AMMONIUM SILVER ZINC ALUMINUM SILICATE,Medium,Medium,Medium,Medium,Medium,Medium,"['Aluminum salt', 'Regulated']","['Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Deodorant: Reduces or masks unpleasant body odors', 'Preservative: Inhibits the development of microorganisms in cosmetic products']",[]
AMMONIUM SULFATE,Low,Low,Low,Low,Low,Low,['Sulphate'],['Viscosity controlling: Increases or decreases the viscosity of cosmetics'],[]
AMMONIUM SULFITE,Low,Low,Low,Low,Low,Low,"['Regulated', 'Preservative']","['Hair waving or straightening: Modifies the chemical structure of the hair, to style it in the required style', 'Preservative: Inhibits the development of microorganisms in cosmetic products', 'Reducing: Changes the chemical nature of another substance by adding hydrogen or removing the oxygen']",[]
AMODIMETHICONE,Medium,Medium,Medium,Medium,Medium,Medium,['Silicone'],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine']",['Synthetic']
AMPS/HEMA CROSSPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,[],['Viscosity controlling: Increases or decreases the viscosity of cosmetics'],[]
AMYL CINNAMAL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],['Synthetic']
AMYL SALICYLATE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",[]
AMYLCINNAMYL ALCOHOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Alcohol']",['Perfuming: Used for perfume and aromatic raw materials'],['Synthetic']
AMYLVINYLCARBINYL ACETATE,Low,Low,Low,Low,Low,Low,['Regulated'],['Perfuming: Used for perfume and aromatic raw materials'],[]
AMYRIS BALSAMIFERA BARK OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']","['Vegetal', 'Natural']"
ANACARDIUM OCCIDENTALE SEED OIL,None,None,None,None,None,None,['Vegetable oil'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
ANAGALLIS ARVENSIS EXTRACT,None,None,None,None,None,None,[],[],['Vegetal']
ANANAS SATIVUS FRUIT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
ANETHOLE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Denaturant: Makes cosmetics unpleasant Mainly added to cosmetics containing ethyl alcohol', 'Masking: Reduces or inhibits the odor or basic taste of the product']",[]
ANETHUM GRAVEOLENS HERB EXTRACT,None,None,None,None,None,None,[],['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
ANIBA ROSAEODORA WOOD OIL,None,None,None,None,None,None,['Essential oil'],"['Astringent: Helps tighten skin pores', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Tonic: Produces a feeling of well-being on skin and hair', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
ANILINE,Strong,Strong,Strong,Strong,Strong,Strong,"['Regulated', 'Forbidden in Europe']",['Unclassified: Unclassified'],[]
ANISE ALCOHOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Alcohol']",['Perfuming: Used for perfume and aromatic raw materials'],"['Natural', 'Synthetic']"
ANTHEMIS NOBILIS FLOWER EXTRACT,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
ANTHEMIS NOBILIS FLOWER OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
ANTHEMIS NOBILIS FLOWER WATER,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
ANTHOCYANINS,Low,Low,Low,Low,Low,Low,['Regulated'],['Cosmetic colorant: Color cosmetics and / or give a color to the skin'],[]
APIUM GRAVEOLENS EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
APIUM GRAVEOLENS SEED EXTRACT,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
AQUA,None,None,None,None,None,None,[],['Solvent: Dissolves other substances'],['Mineral']
ARACHIDYL/BEHENYL BETAINATE ESYLATE,None,None,None,None,None,None,[],"['Cleansing: Helps to keep a clean surface', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hydrotrope: Increases the solubility of a substance with low solubility in water', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Surfactant-dispersing: Help distribute an insoluble solid in a liquid phase Suspensions or dispersions of liquids in a second liquid are generally called emulsions']",[]
ARACHIS HYPOGAEA FRUIT EXTRACT,Low,Low,Low,Low,Low,Low,"['Peanuts', 'Regulated']","['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
ARACHIS HYPOGAEA OIL,Low,Low,Low,Low,Low,Low,"['Peanuts', 'Regulated', 'Vegetable oil']",['Skin conditioning: Maintains skin in good condition'],['Vegetal']
